MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,id
8,5,6,5,4,10,5,8,4,3,6,7,2,6,6,4,4,7,9,4,0.565,297
4,3,9,8,5,7,7,5,1,4,4,4,3,12,3,5,5,6,4,7,0.53,298
4,4,5,6,3,5,4,1,3,5,3,5,4,0,8,6,3,9,1,7,0.43,299
5,4,4,5,3,8,9,3,2,4,4,4,3,5,5,8,3,4,5,2,0.45,300
2,6,10,4,5,6,9,5,4,15,5,3,5,7,4,2,2,5,4,3,0.53,301
6,2,3,5,3,3,0,2,2,6,6,3,9,4,6,2,5,4,5,6,0.41,302
0,9,3,6,8,6,4,2,7,4,2,3,9,7,3,2,3,9,3,6,0.48,303
5,8,0,4,7,4,5,3,2,5,5,5,2,3,5,3,4,5,6,3,0.42,304
3,2,6,8,6,8,1,7,5,1,4,6,3,2,2,5,4,6,6,3,0.44,305
7,4,4,2,2,6,7,7,9,4,5,3,8,4,2,5,4,4,4,6,0.485,306
7,6,2,5,3,4,6,6,0,6,10,5,6,8,6,9,4,2,9,3,0.535,307
11,4,4,3,3,6,3,5,3,8,8,4,5,2,8,6,4,6,5,6,0.52,308
5,5,6,1,0,10,4,5,5,6,6,7,5,8,4,3,8,5,6,1,0.5,309
8,1,3,5,5,6,6,6,5,7,6,5,2,7,7,4,8,6,5,5,0.535,310
10,4,1,5,1,5,3,4,3,7,6,7,3,5,2,3,9,5,6,7,0.48,311
1,2,4,5,6,6,6,5,1,5,4,7,3,5,5,4,2,6,2,4,0.415,312
2,4,8,5,0,2,5,4,0,5,3,4,4,8,6,5,5,6,4,5,0.425,313
6,5,5,6,5,4,7,5,8,2,8,6,4,2,2,4,2,4,4,6,0.475,314
7,0,4,12,7,3,7,8,4,6,2,5,3,6,4,9,2,6,4,8,0.535,315
6,3,2,10,6,3,8,5,3,3,2,0,8,6,2,2,7,6,2,8,0.46,316
4,3,5,6,3,4,4,8,7,5,9,5,6,7,5,4,3,1,3,3,0.475,317
9,5,8,5,7,5,3,2,3,3,9,4,4,4,6,8,5,3,3,6,0.51,318
3,2,5,5,5,4,4,4,7,5,4,6,6,6,10,4,2,6,7,4,0.495,319
7,5,7,6,3,7,5,3,1,8,4,7,2,5,9,10,4,5,2,3,0.515,320
6,7,3,8,4,5,5,5,7,3,7,3,7,7,7,7,7,6,5,4,0.565,321
2,7,3,3,8,5,6,3,5,4,1,4,11,9,2,6,9,6,4,4,0.51,322
6,8,2,4,5,4,3,6,1,3,7,6,5,4,4,8,4,5,5,5,0.475,323
9,9,9,4,5,4,4,7,10,3,4,8,5,3,6,4,5,4,4,5,0.56,324
3,4,6,3,7,5,4,6,5,4,5,4,5,3,5,6,8,6,2,11,0.51,325
5,8,6,3,2,7,6,3,2,9,3,8,5,2,2,3,1,4,4,8,0.455,326
8,4,9,1,5,4,6,7,6,9,4,5,5,7,5,2,5,8,5,2,0.535,327
7,5,3,4,4,14,5,2,2,3,3,11,8,6,10,4,2,2,7,7,0.545,328
3,3,4,2,7,4,3,2,5,3,10,4,2,5,4,4,1,6,13,4,0.445,329
4,5,3,6,3,3,8,8,7,5,11,6,4,6,6,3,1,5,5,8,0.535,330
4,6,6,4,6,6,1,5,9,3,4,4,1,9,4,6,5,2,3,6,0.47,331
3,2,4,6,3,8,6,7,11,4,2,8,4,1,4,2,6,4,4,8,0.485,332
3,5,2,10,5,8,4,4,3,5,2,2,4,4,3,3,4,4,5,3,0.415,333
5,3,6,2,2,4,1,5,1,4,10,4,8,7,4,6,7,3,5,7,0.47,334
5,9,4,2,3,6,8,3,7,2,5,8,4,7,5,7,4,10,6,1,0.53,335
8,11,6,5,7,3,10,8,7,2,10,4,2,5,8,5,10,3,7,1,0.61,336
5,7,7,3,2,8,6,4,5,3,7,5,6,4,5,5,4,10,3,9,0.54,337
7,2,3,4,3,4,2,4,8,3,5,8,5,3,6,7,6,8,3,6,0.485,338
4,4,4,6,6,4,4,7,11,6,6,4,4,6,9,2,9,6,8,8,0.59,339
3,4,5,5,3,6,6,6,11,5,5,5,5,5,11,2,7,4,4,9,0.555,340
2,3,8,12,7,9,3,9,2,5,8,2,5,5,10,5,2,2,3,8,0.55,341
2,6,8,5,6,5,1,7,6,1,9,3,3,2,1,5,2,7,0,6,0.425,342
5,4,2,5,2,3,2,4,8,3,4,5,6,4,1,1,5,6,5,4,0.395,343
5,2,6,2,6,5,6,0,7,4,3,3,7,5,2,2,7,10,1,9,0.46,344
3,5,1,3,3,2,4,8,4,3,2,4,7,5,6,6,6,6,5,2,0.425,345
1,3,12,8,9,12,5,11,6,1,8,4,7,4,6,3,3,5,6,7,0.605,346
9,5,3,6,3,5,3,6,2,4,4,4,4,4,9,5,6,7,12,3,0.52,347
7,6,4,3,2,5,0,5,5,2,7,3,5,4,3,10,11,7,6,3,0.49,348
6,5,5,7,7,5,4,0,3,3,5,3,5,2,3,4,7,3,4,3,0.42,349
3,4,3,7,4,6,4,4,6,5,7,4,7,7,8,5,4,3,4,5,0.5,350
8,5,3,5,9,4,3,8,6,8,3,6,5,9,3,3,3,8,3,3,0.525,351
3,8,4,2,3,6,6,8,3,5,3,4,3,8,6,8,5,9,8,5,0.535,352
2,4,3,5,5,3,3,6,7,7,4,5,4,3,8,4,4,2,6,2,0.435,353
6,10,3,5,2,2,4,6,10,8,5,1,7,6,1,10,5,4,3,10,0.54,354
3,5,5,4,9,6,3,9,4,5,7,6,6,3,1,3,8,2,7,4,0.5,355
2,5,4,2,5,8,6,3,5,7,3,4,3,6,4,5,4,3,5,6,0.45,356
8,3,5,4,5,6,6,7,5,4,4,1,4,5,9,5,8,4,5,7,0.525,357
3,6,7,4,6,5,6,7,6,3,5,6,4,4,5,5,2,5,7,1,0.485,358
4,2,6,4,3,2,3,5,3,3,6,7,4,4,10,3,5,5,4,4,0.435,359
7,5,8,6,4,5,8,2,7,5,10,5,6,1,2,2,4,6,4,2,0.495,360
7,3,8,10,4,8,5,3,2,8,2,7,4,4,4,5,2,6,5,7,0.52,361
6,5,2,2,9,2,4,6,9,5,6,4,9,1,5,7,5,2,4,4,0.485,362
3,6,5,2,5,7,10,6,8,10,4,6,2,2,6,1,7,3,3,6,0.51,363
5,2,3,3,2,3,5,1,8,3,7,5,6,3,5,1,4,5,5,5,0.405,364
2,6,10,4,7,5,7,9,9,1,9,4,4,5,4,5,1,1,2,5,0.5,365
6,7,4,4,1,9,4,6,4,9,1,4,7,4,4,6,6,3,6,9,0.52,366
6,3,4,10,6,9,11,5,1,6,6,2,4,5,2,3,5,4,1,5,0.49,367
4,4,4,7,5,5,4,8,7,5,2,11,7,2,5,4,3,4,6,9,0.53,368
3,6,4,3,6,5,3,7,2,3,5,4,4,6,3,9,5,7,3,6,0.47,369
6,4,5,4,5,5,4,2,10,5,4,4,4,6,7,5,3,1,4,4,0.46,370
9,5,4,7,2,9,6,2,3,9,0,1,4,1,3,4,4,8,6,6,0.465,371
2,5,6,4,4,3,3,2,6,3,6,12,4,3,6,7,5,2,7,5,0.475,372
4,7,4,4,4,4,4,6,3,5,7,7,4,5,2,5,4,4,6,2,0.455,373
6,3,4,4,6,4,6,4,5,4,3,2,2,8,3,6,7,4,2,3,0.43,374
4,8,8,3,3,8,6,6,5,6,3,6,2,7,7,5,4,4,2,4,0.505,375
3,9,6,4,3,5,7,2,5,3,7,5,3,5,3,5,3,8,3,7,0.48,376
9,5,5,6,3,6,5,3,4,5,5,2,7,3,4,5,10,4,9,9,0.545,377
5,3,4,4,3,3,4,6,8,6,4,7,4,2,4,7,5,3,4,4,0.45,378
3,4,3,1,4,4,6,5,6,7,2,7,7,8,3,6,3,5,2,3,0.445,379
7,5,2,5,5,10,6,3,8,5,1,7,5,6,2,3,7,4,3,2,0.48,380
4,6,1,4,7,2,5,6,8,7,6,5,5,3,9,6,8,4,3,7,0.53,381
6,3,9,7,3,7,9,4,6,4,4,5,6,6,2,5,3,6,4,8,0.535,382
9,5,6,8,6,2,4,5,4,1,6,5,4,9,2,7,1,7,5,5,0.505,383
5,3,7,5,5,7,7,7,3,6,11,5,4,4,5,5,5,8,7,4,0.565,384
4,3,2,8,2,8,2,3,6,2,3,2,7,4,6,7,0,5,7,4,0.425,385
7,1,2,7,5,6,6,7,10,6,5,6,1,4,5,10,6,4,5,3,0.53,386
9,6,6,4,4,7,6,4,1,3,11,4,6,4,6,5,7,6,7,7,0.565,387
4,5,5,4,7,2,3,4,4,3,5,3,4,7,2,5,5,6,7,5,0.45,388
2,6,5,3,4,8,5,4,5,9,7,7,3,4,10,0,9,2,7,2,0.51,389
5,2,4,7,5,3,4,7,4,6,7,3,7,8,4,4,8,6,5,3,0.51,390
2,4,4,5,6,7,3,10,6,1,4,8,3,4,4,2,6,6,10,6,0.505,391
5,3,5,7,9,8,5,2,9,4,8,0,4,9,7,4,4,8,2,7,0.55,392
8,9,5,4,4,7,5,7,6,8,7,5,2,5,7,1,7,3,2,4,0.53,393
6,9,4,1,4,4,3,6,3,3,3,5,6,6,4,9,2,6,3,5,0.46,394
6,2,9,1,3,5,9,2,4,2,7,10,7,5,0,4,5,6,6,5,0.49,395
6,4,5,4,7,3,4,5,7,5,5,3,4,4,3,5,5,4,6,2,0.455,396
3,2,9,9,3,1,7,3,5,3,8,4,5,12,6,4,4,6,5,9,0.54,397
4,7,7,2,4,4,5,6,4,12,2,3,3,8,4,4,4,7,3,12,0.525,398
9,6,4,6,2,3,7,7,7,3,2,5,7,5,7,8,4,5,8,3,0.54,399
6,2,3,3,8,6,7,2,5,7,5,8,4,7,3,2,10,7,2,3,0.5,400
6,7,2,6,3,9,5,6,8,2,4,5,4,8,4,6,3,2,6,3,0.495,401
1,3,6,4,3,8,2,6,6,5,5,3,7,6,8,6,5,5,8,5,0.51,402
6,2,7,5,4,5,5,3,2,4,8,2,4,6,5,6,4,3,8,3,0.46,403
7,2,2,4,7,4,3,3,2,2,4,5,5,10,10,6,8,6,2,7,0.495,404
5,6,1,2,6,4,4,4,8,7,5,9,6,3,3,2,4,7,4,3,0.465,405
3,6,3,6,3,4,4,6,3,3,4,3,8,5,2,6,5,3,2,5,0.42,406
8,3,10,5,5,4,3,9,5,7,2,1,1,4,6,4,2,6,6,3,0.47,407
5,3,5,5,5,5,5,6,3,7,2,4,8,4,3,6,4,7,7,3,0.485,408
7,3,5,3,6,6,5,6,3,6,4,4,5,3,5,3,7,2,3,7,0.465,409
8,4,6,3,2,3,4,8,9,3,5,4,3,3,1,3,3,4,4,6,0.43,410
4,3,3,7,6,5,1,4,7,3,6,11,6,4,4,2,3,4,1,8,0.46,411
7,3,7,3,6,6,4,1,6,9,8,3,3,3,6,5,3,7,4,10,0.52,412
2,8,6,6,4,3,6,3,4,7,2,6,3,4,2,4,8,4,5,4,0.455,413
4,3,2,5,7,3,6,1,6,3,7,3,6,10,7,2,3,6,6,4,0.47,414
4,5,5,4,5,6,8,5,4,2,6,5,5,6,7,8,8,5,8,5,0.555,415
8,4,10,7,7,8,4,5,8,4,3,8,5,3,3,6,8,3,7,2,0.565,416
4,13,8,4,6,6,4,4,4,9,8,4,2,6,6,4,8,5,6,6,0.585,417
10,8,6,6,4,4,3,2,5,6,7,6,4,9,0,3,5,3,0,5,0.48,418
7,3,5,5,3,2,6,6,5,7,10,2,6,7,3,6,6,6,4,10,0.545,419
1,4,4,4,5,3,3,2,4,1,2,2,4,4,6,4,8,9,6,5,0.405,420
7,3,7,5,2,5,6,9,6,4,8,3,6,6,1,8,4,7,5,4,0.53,421
6,4,7,6,7,7,2,5,6,2,6,6,8,8,2,4,4,1,7,1,0.495,422
1,5,1,6,6,7,4,7,3,7,5,6,1,6,6,9,4,7,8,6,0.525,423
5,1,2,2,5,4,1,3,5,4,2,7,1,10,8,9,5,7,7,5,0.465,424
8,4,4,5,5,8,13,4,4,9,10,8,6,4,6,4,5,1,7,4,0.595,425
4,3,3,4,6,5,7,5,3,4,7,3,4,8,3,6,6,2,5,7,0.475,426
3,5,5,4,6,5,3,5,4,3,4,6,1,3,5,7,6,5,6,6,0.46,427
4,5,8,7,7,6,5,6,6,4,5,4,4,7,8,1,3,6,9,4,0.545,428
1,8,2,5,3,6,3,6,5,3,8,3,2,9,5,1,4,4,5,4,0.435,429
4,7,6,6,7,5,4,3,10,5,4,5,5,9,6,8,5,6,4,6,0.575,430
3,11,2,2,4,2,5,7,4,6,7,2,7,3,4,6,5,6,4,4,0.47,431
4,6,3,6,3,3,3,3,5,4,3,10,4,3,8,5,6,7,7,4,0.485,432
5,5,3,3,4,7,9,1,5,5,2,10,5,6,9,6,9,9,6,6,0.575,433
5,6,6,5,4,5,5,6,5,5,2,5,3,3,8,8,5,9,6,4,0.525,434
7,8,5,2,7,5,6,3,7,5,6,5,5,6,8,4,5,11,8,6,0.595,435
7,5,8,6,6,4,3,2,6,3,5,6,5,2,6,3,3,7,7,12,0.53,436
3,3,5,3,2,4,4,4,9,5,7,3,10,6,6,8,4,5,5,4,0.5,437
5,6,6,6,7,2,5,1,2,5,4,6,5,5,7,1,3,2,7,3,0.44,438
2,9,6,4,6,6,5,3,7,4,7,3,1,11,4,11,7,4,5,3,0.54,439
4,2,6,4,2,3,6,8,2,7,4,2,3,2,5,8,4,7,2,4,0.425,440
6,6,7,4,2,7,6,8,9,1,6,4,6,4,5,6,2,3,9,5,0.53,441
8,6,3,9,2,7,8,7,8,2,4,4,2,7,9,4,5,3,10,6,0.57,442
8,6,6,10,8,6,5,3,8,3,5,4,5,6,8,2,6,6,7,7,0.595,443
8,8,2,3,3,6,6,6,4,2,3,7,6,6,3,6,3,3,2,1,0.44,444
6,6,2,6,1,3,2,5,6,4,7,2,6,5,7,3,6,3,5,7,0.46,445
5,6,3,3,3,5,3,1,4,7,2,10,4,4,2,5,6,5,7,3,0.44,446
7,9,3,4,3,3,6,8,8,3,7,5,2,7,5,1,6,5,10,5,0.535,447
4,4,1,6,3,4,7,5,4,5,4,3,7,5,7,3,6,1,5,6,0.45,448
5,0,7,4,3,6,7,5,5,8,3,10,4,8,9,3,6,3,1,5,0.51,449
4,5,7,8,6,4,4,5,6,5,6,5,2,2,7,11,5,3,5,0,0.5,450
4,4,2,6,4,7,6,8,8,16,11,5,9,7,6,2,2,3,5,3,0.59,451
6,5,2,3,8,2,4,2,5,4,4,8,3,9,3,1,6,7,7,6,0.475,452
3,7,5,5,5,4,0,6,3,5,5,6,5,6,4,6,2,7,3,5,0.46,453
7,2,2,3,4,1,3,6,6,5,3,2,7,4,8,4,4,9,7,2,0.445,454
4,2,6,4,2,4,7,3,3,2,7,1,4,7,8,3,6,4,4,3,0.42,455
4,3,3,4,5,2,6,5,6,5,5,2,10,5,8,3,2,7,3,7,0.475,456
2,11,4,5,7,2,2,8,2,3,0,5,4,4,2,5,4,4,10,0,0.42,457
5,3,7,6,5,6,10,1,6,4,3,6,7,8,6,5,3,3,7,3,0.52,458
3,3,4,8,8,6,7,13,2,5,8,4,4,7,2,4,9,6,3,3,0.545,459
6,3,8,2,5,1,4,6,4,6,4,1,5,6,5,4,8,6,6,5,0.475,460
4,6,4,8,9,4,4,8,5,7,3,4,4,4,4,4,2,10,4,3,0.505,461
7,4,4,5,7,6,4,8,2,5,4,1,2,7,6,7,7,5,3,4,0.49,462
5,6,2,7,7,1,5,6,5,3,8,2,5,5,5,4,9,5,4,5,0.495,463
8,4,6,6,3,4,5,2,10,3,6,5,5,0,3,8,3,5,2,10,0.49,464
5,5,3,8,4,3,6,4,2,1,3,3,10,7,4,4,7,3,9,7,0.49,465
4,3,4,2,6,4,3,6,3,5,5,3,4,2,3,5,7,6,6,10,0.455,466
6,2,3,1,3,3,4,4,9,7,8,6,4,7,3,6,3,5,5,6,0.475,467
5,2,3,5,7,6,5,2,7,4,7,5,3,6,5,7,8,2,5,2,0.48,468
9,6,5,7,5,8,8,6,11,6,2,6,12,8,6,3,9,7,4,7,0.675,469
5,3,1,5,4,6,5,8,2,7,4,6,9,0,6,9,8,5,5,5,0.515,470
2,4,5,3,9,6,4,5,7,4,4,7,5,5,4,8,1,4,9,6,0.51,471
6,3,5,7,3,1,6,3,3,1,3,5,13,4,2,3,4,1,12,4,0.445,472
6,5,3,5,1,6,3,5,5,5,4,2,5,4,6,4,5,1,2,11,0.44,473
4,8,3,6,12,2,5,6,2,9,2,2,2,5,7,4,3,5,3,9,0.495,474
5,4,2,5,4,5,8,8,7,7,3,5,0,7,7,6,5,4,7,3,0.51,475
3,8,9,5,7,5,5,3,2,1,3,2,6,3,4,4,3,9,4,8,0.47,476
8,4,5,4,5,5,4,5,7,10,3,3,7,6,5,4,1,8,5,7,0.53,477
6,1,4,4,4,4,4,7,8,2,4,5,2,5,7,3,5,7,1,0,0.415,478
3,3,9,4,7,3,3,6,3,6,5,3,13,4,8,4,10,4,6,6,0.55,479
7,4,5,5,6,2,3,5,3,7,9,5,5,6,6,6,8,7,5,1,0.525,480
8,6,4,4,7,5,7,2,3,3,7,6,10,2,3,5,4,4,5,6,0.505,481
8,5,3,8,8,3,7,5,5,4,5,6,3,6,5,3,5,5,2,2,0.49,482
4,8,6,10,2,6,2,6,5,3,5,5,2,5,8,5,4,4,6,4,0.5,483
2,3,6,5,5,6,3,4,5,4,3,3,5,6,8,2,5,5,3,8,0.455,484
2,2,6,7,4,3,5,8,5,9,3,8,2,8,4,2,6,8,3,7,0.51,485
4,6,8,7,3,5,4,11,3,3,3,2,4,4,8,6,2,5,6,5,0.495,486
6,3,2,8,5,6,6,2,5,5,4,6,2,6,7,9,4,5,5,6,0.51,487
7,7,5,4,8,6,4,7,4,5,2,9,3,4,7,2,3,3,5,4,0.495,488
3,1,4,4,5,7,6,10,3,6,6,7,0,4,5,6,4,2,4,3,0.45,489
7,6,6,5,3,3,5,1,6,9,5,2,3,1,9,2,7,10,4,9,0.515,490
7,2,4,4,6,6,6,3,5,3,1,3,6,7,3,2,2,2,2,3,0.385,491
3,6,11,5,4,7,6,5,2,8,5,7,9,3,3,7,4,5,2,5,0.535,492
5,2,2,0,3,4,4,5,2,10,3,3,4,7,2,6,6,7,5,3,0.415,493
5,3,0,6,3,3,9,6,4,7,7,7,1,6,4,3,4,3,6,4,0.455,494
6,5,3,3,3,4,3,4,3,3,3,6,4,2,5,3,2,5,6,3,0.38,495
5,0,6,4,6,5,7,4,7,1,4,7,7,4,3,5,3,3,4,6,0.455,496
2,5,6,6,4,3,5,5,4,2,9,4,8,3,1,5,5,5,8,0,0.45,497
4,6,3,3,5,7,8,4,3,10,2,7,6,4,3,7,3,7,6,3,0.505,498
5,6,5,6,10,6,5,5,9,2,4,6,2,5,3,7,3,4,2,4,0.495,499
5,3,3,7,4,5,9,4,2,5,6,3,8,6,5,2,6,3,5,6,0.485,500
1,5,4,5,9,3,4,4,10,9,10,1,4,7,5,5,8,8,3,4,0.545,501
5,7,5,4,6,4,8,10,7,6,4,2,3,6,3,2,4,3,6,3,0.49,502
5,6,8,7,6,6,6,5,2,4,5,10,3,6,5,6,4,8,7,1,0.55,503
3,4,4,4,6,3,6,3,7,2,5,10,5,7,3,6,4,3,6,4,0.475,504
7,5,7,4,3,3,3,4,1,5,4,2,3,5,5,7,4,6,8,7,0.465,505
5,7,1,8,2,5,6,9,4,5,6,5,4,5,7,1,5,3,6,6,0.5,506
4,5,0,5,7,2,4,9,6,7,4,5,5,8,3,9,4,7,8,6,0.54,507
5,5,6,3,6,2,6,7,5,3,8,3,5,7,4,4,8,2,2,2,0.465,508
5,10,4,2,5,6,6,4,5,3,5,5,9,3,2,4,2,3,4,4,0.455,509
3,5,7,7,3,2,7,5,3,8,6,4,2,6,3,6,4,4,5,4,0.47,510
8,7,5,3,6,2,8,3,6,7,2,4,5,10,3,5,12,5,5,6,0.56,511
6,3,1,3,6,3,4,4,4,2,1,7,2,4,7,4,8,2,3,5,0.395,512
5,2,3,6,7,4,7,7,3,4,4,4,3,9,3,4,7,5,3,5,0.475,513
3,2,8,7,3,3,7,2,3,4,6,7,6,5,9,2,2,2,5,7,0.465,514
6,3,0,3,5,6,5,1,7,6,7,6,5,5,2,9,3,3,3,4,0.445,515
7,4,4,4,4,5,4,5,6,3,6,4,6,5,4,7,6,6,6,5,0.505,516
10,7,5,8,7,3,4,1,4,7,2,4,5,7,2,12,7,3,6,6,0.55,517
6,3,5,4,5,5,13,7,14,3,2,4,4,3,6,10,4,6,7,4,0.575,518
5,9,4,6,5,7,2,5,5,2,3,4,5,6,7,5,2,4,2,4,0.46,519
2,4,5,4,4,6,2,3,7,2,5,7,3,4,4,3,3,3,4,1,0.38,520
5,1,8,3,6,3,3,3,2,6,5,3,8,4,3,6,2,7,2,4,0.42,521
2,3,6,5,3,3,8,5,8,4,4,8,5,5,2,8,11,2,5,4,0.505,522
8,9,4,4,3,2,5,4,7,2,4,8,5,7,7,3,8,3,4,8,0.525,523
3,5,5,7,7,4,8,1,6,5,6,5,3,5,8,5,3,2,4,2,0.47,524
4,4,2,5,6,4,3,4,6,6,4,7,7,5,8,5,4,5,2,3,0.47,525
7,8,10,8,5,9,5,4,3,5,6,6,4,5,5,4,10,5,5,9,0.615,526
5,7,5,3,5,2,1,9,8,4,4,7,6,5,11,3,4,9,3,3,0.52,527
4,4,4,3,7,3,3,6,4,3,2,6,11,7,5,6,5,6,8,5,0.51,528
5,5,7,5,5,3,4,2,5,4,7,3,2,4,6,5,7,5,3,6,0.465,529
1,3,3,4,6,7,6,5,3,3,12,3,6,4,6,7,1,6,8,6,0.5,530
5,3,3,5,4,5,9,8,4,3,6,7,2,9,4,4,2,4,5,9,0.505,531
7,4,4,4,3,5,4,6,5,9,4,2,4,4,4,4,5,6,5,5,0.47,532
2,8,10,4,5,4,3,4,3,8,2,7,5,4,3,5,3,2,6,8,0.48,533
5,5,4,3,2,5,3,0,4,5,4,3,4,7,1,4,3,3,7,6,0.39,534
4,5,6,5,5,3,5,6,7,4,5,6,7,10,7,3,5,6,3,3,0.525,535
2,5,5,1,3,5,2,8,5,2,9,7,11,5,5,3,6,8,7,3,0.51,536
5,5,2,1,8,7,5,6,5,7,5,6,3,11,2,3,7,7,2,7,0.52,537
4,1,7,4,6,4,4,9,4,6,5,5,5,5,7,3,4,9,5,1,0.49,538
4,9,5,9,5,1,4,6,4,4,5,9,4,7,5,1,6,5,5,2,0.5,539
2,4,8,4,2,8,3,2,3,7,0,2,7,4,1,2,7,7,3,6,0.41,540
6,1,6,4,4,4,8,5,9,7,6,5,8,4,3,5,4,4,5,3,0.505,541
4,3,4,6,1,2,4,4,5,4,3,5,9,3,6,6,2,1,3,8,0.415,542
2,5,3,4,2,1,2,2,7,6,6,5,3,3,5,3,8,3,5,6,0.405,543
4,7,4,3,1,6,4,5,2,6,7,8,4,6,7,7,9,3,5,9,0.535,544
4,5,2,8,6,6,1,8,10,6,3,4,4,4,3,1,7,2,6,10,0.5,545
4,3,3,4,6,5,7,8,6,2,7,2,7,8,6,6,7,5,7,4,0.535,546
7,3,1,4,0,5,4,5,2,3,4,6,6,7,11,5,7,4,4,6,0.47,547
5,1,5,5,4,2,1,7,8,5,5,6,8,3,4,3,2,5,1,5,0.425,548
5,7,5,7,8,4,9,4,7,5,10,2,8,3,3,9,5,3,12,4,0.6,549
4,3,5,6,1,4,2,7,6,6,7,1,4,7,9,8,8,0,9,4,0.505,550
6,7,2,2,10,1,4,4,7,3,9,3,4,3,3,3,4,3,9,6,0.465,551
6,7,8,3,5,5,5,5,8,4,8,5,6,2,9,4,3,8,4,4,0.545,552
6,6,1,2,6,4,6,7,7,8,5,7,2,1,8,5,8,2,5,5,0.505,553
8,5,3,3,4,3,4,5,5,9,3,2,4,6,8,5,5,7,7,4,0.5,554
2,6,4,2,3,5,4,7,6,5,7,7,4,6,8,5,5,8,6,6,0.53,555
3,9,6,3,3,9,6,3,6,5,5,6,4,4,7,6,3,10,9,4,0.555,556
4,8,4,6,1,5,4,4,4,3,2,6,4,6,4,10,4,6,4,6,0.475,557
5,3,7,0,5,6,2,4,1,8,3,3,7,5,9,7,5,6,3,4,0.465,558
3,8,5,4,10,2,6,4,3,4,3,1,5,5,3,2,5,9,7,2,0.455,559
4,2,3,5,5,5,8,3,5,6,1,6,7,2,6,4,4,1,5,5,0.435,560
6,2,5,5,8,5,2,5,7,6,6,5,4,6,3,5,4,5,3,5,0.485,561
7,5,7,6,6,4,3,7,3,2,5,6,4,6,2,6,6,10,2,2,0.495,562
5,7,8,3,5,7,4,6,6,6,3,1,7,2,6,3,5,5,6,5,0.5,563
9,6,10,2,0,5,4,9,3,4,6,3,7,5,7,9,4,5,3,6,0.535,564
3,12,3,5,8,5,10,5,3,7,5,3,5,8,6,4,6,2,3,1,0.52,565
2,5,9,4,3,1,2,9,3,9,4,6,1,8,3,7,11,6,7,11,0.555,566
5,4,5,3,5,5,8,5,3,7,3,3,5,0,8,7,6,6,6,0,0.47,567
5,7,4,3,6,5,2,2,5,3,4,7,10,2,5,3,6,5,4,9,0.485,568
1,2,5,5,9,5,13,0,4,4,4,3,4,3,5,5,9,7,3,3,0.47,569
8,6,4,4,4,7,6,5,5,2,4,6,6,1,5,7,12,3,3,1,0.495,570
5,4,3,5,5,5,5,3,2,2,3,4,2,4,4,4,5,6,5,4,0.4,571
4,7,3,6,1,3,5,3,6,9,6,5,5,4,4,5,5,11,4,4,0.5,572
7,6,9,1,5,2,2,2,6,5,3,4,2,3,3,4,2,6,14,4,0.45,573
7,4,4,5,8,7,5,8,3,7,5,5,4,2,7,8,6,6,6,6,0.565,574
2,6,9,6,3,3,2,4,6,6,4,7,8,5,5,5,1,6,2,4,0.47,575
7,8,4,7,5,4,5,2,4,5,5,5,8,3,6,4,4,5,4,3,0.49,576
12,3,6,7,5,9,12,6,8,4,3,5,7,7,7,0,4,5,6,5,0.605,577
5,4,5,13,5,6,3,7,3,6,5,4,6,3,9,2,1,6,5,3,0.505,578
5,6,3,7,10,1,1,10,11,3,5,2,5,6,7,4,4,9,2,4,0.525,579
4,10,7,4,8,8,7,7,2,4,3,11,7,3,8,1,4,4,4,4,0.55,580
6,5,5,7,2,7,2,4,7,4,2,8,3,6,5,3,8,6,3,3,0.48,581
5,4,2,6,5,8,6,5,2,3,0,6,2,6,4,6,4,4,5,0,0.415,582
3,4,2,4,9,3,4,4,7,6,6,6,4,8,7,3,2,4,4,7,0.485,583
5,3,5,5,4,7,9,5,5,7,4,3,7,2,3,9,5,1,4,5,0.49,584
8,9,6,4,5,5,8,4,4,10,9,11,5,2,5,3,4,8,5,6,0.605,585
4,5,8,10,0,6,4,8,4,6,3,6,4,4,5,4,3,6,3,4,0.485,586
1,5,2,2,6,8,4,6,4,3,3,5,4,8,7,7,4,5,10,3,0.485,587
4,7,5,4,3,2,5,7,4,0,5,6,5,2,1,5,5,7,7,4,0.44,588
3,3,1,4,5,4,4,9,4,4,4,6,9,4,4,4,6,3,3,7,0.455,589
4,1,3,2,8,5,4,6,5,3,4,5,3,6,6,5,4,7,4,5,0.45,590
9,7,4,6,3,7,5,4,1,4,5,7,6,2,5,4,2,8,2,8,0.495,591
4,5,2,3,8,1,1,7,4,10,4,10,9,4,12,4,5,1,3,4,0.505,592
4,4,4,5,3,2,7,3,6,6,6,9,4,7,6,7,5,3,3,4,0.49,593
4,2,9,6,3,2,6,7,6,8,7,3,2,2,2,1,2,3,5,2,0.41,594
8,6,4,5,2,3,2,5,3,5,8,7,4,5,4,8,4,6,7,1,0.485,595
8,9,1,5,9,6,5,9,4,4,3,9,7,4,5,7,3,2,9,7,0.58,596
